1 second data,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11
27258.00,-48.50,-68.00,58.90,50.60,54.00,55.00,50.50,42.10,44.60,48.80,47.30
27259.00,-48.50,-68.10,58.90,50.60,54.00,55.00,50.60,42.00,44.70,48.90,47.40
27260.00,-48.70,-68.20,58.80,50.50,54.00,55.10,50.60,42.00,44.70,48.90,47.40
27261.00,-48.70,-68.20,58.90,50.50,54.10,55.10,50.60,42.00,44.70,48.90,47.40
27262.00,-48.60,-68.00,58.80,50.50,54.10,55.30,50.60,42.00,44.80,48.90,47.30
27263.00,-48.80,-68.50,58.70,50.50,54.10,55.40,50.60,41.90,44.80,49.00,47.30
27264.00,-48.60,-68.00,58.80,50.40,54.10,55.50,50.60,41.90,44.80,49.00,47.30
27265.00,-49.50,-69.30,58.60,50.40,54.10,55.70,50.70,41.80,44.90,49.00,47.30
27266.00,-48.70,-68.60,58.50,50.40,54.10,55.70,50.60,41.70,44.90,49.10,47.20
27267.00,-48.70,-68.40,58.50,50.30,54.10,55.80,50.60,41.60,44.90,49.10,47.20
27268.00,-48.80,-68.40,58.40,50.30,54.00,55.90,50.60,41.50,44.90,49.00,47.20
27269.00,-49.10,-68.90,58.30,50.30,54.00,55.90,50.50,41.40,44.90,48.90,47.10
27270.00,-48.80,-68.70,58.20,50.30,54.00,56.00,50.50,41.40,44.90,48.90,47.10
27271.00,-48.90,-68.50,58.20,50.30,54.00,56.00,50.50,41.30,44.90,48.80,47.10
27272.00,-48.70,-68.60,58.20,50.30,54.00,56.00,50.50,41.30,45.00,48.70,47.00
27273.00,-49.10,-68.90,58.10,50.40,54.00,56.00,50.50,41.20,45.00,48.70,47.00
27274.00,-49.50,-69.30,58.00,50.40,54.00,55.90,50.50,41.20,44.90,48.60,47.00
27275.00,-49.30,-69.10,58.00,50.50,54.00,55.90,50.50,41.20,44.90,48.60,47.00
27276.00,-49.50,-69.80,57.90,50.50,54.00,55.90,50.50,41.20,44.80,48.50,47.00
27277.00,-49.10,-68.90,58.10,50.60,54.00,55.70,50.50,41.10,44.80,48.50,47.00
27278.00,-49.10,-69.10,58.10,50.60,54.00,55.70,50.40,41.20,44.80,48.50,47.00
27279.00,-49.30,-69.40,58.10,50.60,54.00,55.60,50.40,41.20,44.80,48.50,47.00
27280.00,-49.50,-69.40,58.20,50.70,54.00,55.60,50.50,41.30,44.70,48.40,47.00
27281.00,-48.80,-68.90,58.40,50.70,54.00,55.50,50.50,41.40,44.70,48.40,47.10
27282.00,-49.30,-70.10,58.40,50.70,54.00,55.40,50.50,41.40,44.70,48.40,47.10
27283.00,-49.30,-70.30,58.50,50.70,54.00,55.30,50.50,41.50,44.70,48.50,47.10
27284.00,-48.60,-70.20,58.60,50.70,54.00,55.20,50.40,41.60,44.60,48.50,47.20
27285.00,-49.20,-70.70,58.60,50.70,54.00,55.30,50.50,41.70,44.60,48.50,47.20
27286.00,-49.40,-70.50,58.60,50.70,54.00,55.20,50.50,41.80,44.70,48.50,47.20
27287.00,-48.90,-69.40,58.80,50.70,54.00,55.20,50.50,41.80,44.60,48.50,47.20
27288.00,-49.20,-69.80,58.80,50.70,54.00,55.20,50.50,41.90,44.60,48.60,47.20
27289.00,-48.90,-69.80,58.80,50.70,54.00,55.10,50.50,41.90,44.60,48.60,47.20
27290.00,-48.70,-69.60,58.90,50.70,54.00,55.10,50.50,41.90,44.60,48.60,47.20
27291.00,-48.80,-70.30,58.90,50.70,54.00,55.10,50.50,41.90,44.60,48.60,47.20
27292.00,-48.70,-70.40,58.80,50.70,54.00,55.10,50.50,41.90,44.60,48.60,47.20
27293.00,-49.00,-70.70,58.80,50.70,54.00,55.10,50.50,42.00,44.60,48.60,47.20
27294.00,-49.10,-70.60,58.70,50.70,54.00,55.10,50.50,42.00,44.60,48.60,47.20
27295.00,-48.80,-69.90,58.80,50.70,54.00,55.10,50.50,41.90,44.60,48.60,47.20
27296.00,-48.60,-69.80,58.90,50.70,54.00,55.10,50.50,41.90,44.60,48.60,47.20
27297.00,-48.70,-69.50,58.80,50.70,54.00,55.10,50.50,41.90,44.60,48.60,47.20
27298.00,-48.30,-69.40,58.80,50.70,54.00,55.10,50.40,41.90,44.60,48.50,47.10
27299.00,-48.90,-69.60,58.70,50.70,53.90,55.10,50.40,41.80,44.60,48.50,47.10
27300.00,-48.40,-69.20,58.70,50.70,53.90,55.10,50.40,41.80,44.60,48.50,47.10
27301.00,-48.40,-69.50,58.60,50.70,53.90,55.20,50.40,41.70,44.60,48.50,47.10
27302.00,-48.50,-69.70,58.50,50.70,53.90,55.20,50.40,41.60,44.60,48.40,47.10
27303.00,-48.40,-69.40,58.50,50.70,53.90,55.30,50.40,41.50,44.60,48.40,47.00
27304.00,-48.70,-69.80,58.40,50.70,53.90,55.30,50.40,41.40,44.60,48.40,47.00
27305.00,-48.60,-69.50,58.30,50.60,53.90,55.50,50.40,41.30,44.70,48.40,47.00
27306.00,-48.30,-68.90,58.20,50.60,53.90,55.50,50.40,41.20,44.70,48.40,46.90
27307.00,-49.20,-69.90,58.00,50.50,53.90,55.70,50.40,41.20,44.80,48.50,46.90
27308.00,-48.70,-69.20,58.00,50.50,53.90,55.70,50.40,41.20,44.80,48.50,46.90
27309.00,-49.20,-69.70,57.90,50.40,53.90,55.80,50.40,41.20,44.80,48.50,46.90
27310.00,-48.70,-69.10,58.00,50.30,53.90,55.90,50.40,41.20,44.90,48.50,46.80
27311.00,-49.00,-69.40,58.00,50.30,54.00,55.90,50.50,41.30,44.90,48.60,46.90
27312.00,-48.80,-69.40,58.00,50.20,54.00,56.00,50.50,41.30,44.90,48.60,46.90
27313.00,-49.00,-69.20,58.10,50.20,54.00,56.00,50.50,41.30,44.90,48.70,46.90
27314.00,-49.00,-69.40,58.10,50.20,54.00,56.00,50.50,41.30,44.90,48.80,47.00
27315.00,-49.20,-69.40,58.10,50.20,54.00,56.00,50.50,41.40,44.90,48.80,47.00
27316.00,-48.90,-69.30,58.20,50.20,54.00,55.90,50.50,41.50,44.90,48.90,47.00
27317.00,-49.00,-69.20,58.30,50.20,54.00,55.90,50.50,41.50,44.80,48.90,47.10
27318.00,-48.80,-69.20,58.30,50.20,54.00,55.80,50.50,41.60,44.80,49.00,47.10
27319.00,-49.00,-69.50,58.40,50.20,54.00,55.80,50.50,41.70,44.80,49.00,47.10
27320.00,-48.80,-69.10,58.50,50.30,54.00,55.60,50.60,41.80,44.80,49.00,47.10
27321.00,-48.70,-69.30,58.60,50.30,54.00,55.60,50.60,41.90,44.80,48.90,47.20
27322.00,-49.30,-69.70,58.50,50.30,54.00,55.50,50.60,41.90,44.80,48.90,47.20
27323.00,-48.70,-68.90,58.70,50.30,54.00,55.30,50.50,42.00,44.70,48.80,47.20
27324.00,-48.50,-68.90,58.80,50.40,54.00,55.20,50.50,42.00,44.70,48.80,47.20
27325.00,-49.50,-70.00,58.70,50.40,54.00,55.20,50.60,42.00,44.70,48.80,47.20
27326.00,-49.00,-69.40,58.90,50.40,54.00,55.10,50.50,42.00,44.70,48.80,47.20
27327.00,-49.60,-70.40,58.80,50.40,54.00,55.10,50.60,42.00,44.70,48.80,47.20
27328.00,-49.30,-69.80,58.90,50.50,54.00,55.00,50.60,42.10,44.60,48.70,47.20
27329.00,-49.40,-70.10,58.80,50.50,54.00,55.00,50.50,42.10,44.60,48.70,47.20
27330.00,-49.20,-69.80,58.80,50.50,54.00,55.10,50.50,42.00,44.60,48.70,47.10
27331.00,-49.30,-70.00,58.80,50.50,54.00,55.10,50.50,42.00,44.60,48.60,47.10
27332.00,-49.00,-70.00,58.80,50.50,54.00,55.10,50.50,42.00,44.60,48.60,47.10
27333.00,-49.20,-70.30,58.70,50.50,54.00,55.10,50.50,41.90,44.60,48.50,47.10
27334.00,-49.60,-70.60,58.70,50.60,54.00,55.10,50.50,41.90,44.60,48.50,47.00
27335.00,-49.50,-70.50,58.60,50.60,54.00,55.20,50.50,41.80,44.60,48.50,47.10
27336.00,-49.70,-70.50,58.70,50.60,54.00,55.10,50.40,41.80,44.60,48.50,47.10
27337.00,-49.50,-70.10,58.70,50.60,54.00,55.10,50.40,41.80,44.60,48.50,47.10
27338.00,-49.40,-70.30,58.70,50.60,54.00,55.20,50.40,41.90,44.60,48.40,47.10
27339.00,-49.20,-70.00,58.70,50.60,53.90,55.10,50.40,41.90,44.60,48.40,47.00
27340.00,-49.00,-69.90,58.70,50.60,53.90,55.10,50.40,41.80,44.60,48.40,47.00
27341.00,-48.80,-69.20,58.80,50.60,53.90,55.10,50.40,41.80,44.60,48.40,47.00
27342.00,-48.80,-69.50,58.70,50.60,53.90,55.00,50.40,41.80,44.60,48.40,47.10
27343.00,-49.00,-69.80,58.70,50.60,53.90,55.00,50.40,41.80,44.60,48.40,47.10
27344.00,-49.50,-70.20,58.70,50.60,53.90,54.90,50.40,41.80,44.60,48.40,47.10
27345.00,-49.50,-70.30,58.70,50.50,53.90,55.00,50.40,41.90,44.60,48.50,47.10
27346.00,-49.00,-70.10,58.80,50.50,53.90,55.00,50.50,41.90,44.60,48.50,47.20
27347.00,-48.70,-69.70,58.80,50.50,53.90,55.00,50.50,42.00,44.60,48.50,47.20
27348.00,-49.10,-69.90,58.80,50.50,53.90,54.90,50.50,42.00,44.60,48.60,47.20
27349.00,-48.50,-69.50,58.90,50.50,53.90,54.90,50.40,42.00,44.50,48.60,47.20
27350.00,-48.60,-69.30,58.90,50.50,53.90,54.90,50.50,42.00,44.60,48.70,47.20
27351.00,-49.20,-69.70,58.80,50.40,53.90,54.80,50.50,42.10,44.60,48.70,47.20
27352.00,-48.50,-69.00,58.90,50.40,53.90,54.90,50.40,42.00,44.60,48.80,47.30
27353.00,-48.50,-69.20,58.70,50.30,53.90,54.90,50.50,42.00,44.70,48.80,47.30
27354.00,-49.10,-69.60,58.70,50.30,53.90,55.10,50.50,42.00,44.70,48.80,47.30
27355.00,-49.00,-69.30,58.70,50.30,54.00,55.20,50.50,41.90,44.70,48.80,47.20
27356.00,-49.40,-69.70,58.50,50.30,54.00,55.30,50.60,41.90,44.80,48.90,47.20
27357.00,-49.50,-70.10,58.40,50.20,54.00,55.50,50.60,41.80,44.80,48.90,47.20
27358.00,-49.40,-69.90,58.30,50.20,54.00,55.60,50.60,41.70,44.90,48.90,47.20
27359.00,-48.80,-69.10,58.30,50.20,54.00,55.70,50.50,41.60,44.80,48.90,47.10
27360.00,-48.60,-68.90,58.30,50.20,53.90,55.70,50.50,41.50,44.80,48.80,47.10
27361.00,-49.40,-69.90,58.00,50.20,53.90,55.80,50.50,41.40,44.90,48.80,47.00
27362.00,-49.00,-69.50,58.00,50.20,53.90,55.80,50.50,41.30,44.90,48.70,47.00
27363.00,-49.00,-69.40,58.00,50.20,53.90,55.80,50.40,41.30,44.90,48.60,46.90
27364.00,-49.00,-69.50,58.00,50.20,53.90,55.80,50.40,41.20,44.90,48.60,46.90
27365.00,-49.00,-69.40,58.00,50.20,53.90,55.80,50.40,41.20,44.90,48.50,46.90
27366.00,-49.10,-69.40,58.00,50.30,53.80,55.70,50.40,41.20,44.80,48.50,46.90
27367.00,-48.60,-69.00,58.00,50.30,53.80,55.60,50.40,41.10,44.80,48.40,46.80
27368.00,-49.00,-69.30,57.90,50.40,53.80,55.60,50.40,41.10,44.80,48.40,46.90
27369.00,-48.80,-69.10,58.00,50.40,53.80,55.50,50.30,41.10,44.70,48.40,46.90
27370.00,-48.50,-68.90,58.10,50.40,53.80,55.30,50.30,41.20,44.70,48.30,46.90
27371.00,-48.90,-69.20,58.10,50.50,53.80,55.30,50.30,41.20,44.60,48.30,46.90
27372.00,-48.70,-69.00,58.20,50.50,53.80,55.20,50.30,41.30,44.60,48.30,47.00
27373.00,-49.50,-69.80,58.30,50.50,53.80,55.10,50.40,41.40,44.60,48.30,47.00
27374.00,-49.30,-69.60,58.40,50.50,53.80,55.10,50.30,41.60,44.60,48.40,47.00
27375.00,-49.30,-69.50,58.60,50.50,53.80,55.00,50.30,41.70,44.60,48.40,47.10
27376.00,-49.10,-69.40,58.70,50.50,53.80,54.90,50.40,41.80,44.50,48.40,47.10
27377.00,-48.70,-69.10,58.70,50.50,53.80,54.90,50.40,41.90,44.50,48.50,47.10
27378.00,-48.10,-68.70,58.80,50.50,53.80,54.80,50.40,41.90,44.50,48.50,47.10
27379.00,-48.90,-69.00,58.80,50.50,53.80,54.80,50.40,42.00,44.50,48.60,47.20
27380.00,-48.80,-69.20,58.80,50.40,53.80,54.80,50.40,42.00,44.50,48.60,47.20
27381.00,-49.20,-69.40,58.80,50.40,53.90,54.70,50.40,42.00,44.60,48.70,47.20
27382.00,-49.00,-69.20,58.80,50.40,53.80,54.80,50.50,42.00,44.60,48.70,47.20
27383.00,-48.80,-68.90,58.80,50.30,53.80,54.80,50.40,42.00,44.60,48.70,47.20
27384.00,-48.60,-68.80,58.80,50.30,53.80,54.90,50.40,42.00,44.60,48.70,47.20
27385.00,-49.00,-69.00,58.70,50.30,53.80,54.90,50.40,41.90,44.70,48.70,47.20
27386.00,-48.20,-68.00,58.80,50.30,53.80,55.10,50.40,41.90,44.60,48.70,47.20
27387.00,-48.40,-68.20,58.70,50.30,53.80,55.10,50.40,41.90,44.70,48.80,47.20
27388.00,-48.30,-68.10,58.70,50.20,53.80,55.20,50.40,41.80,44.70,48.80,47.20
27389.00,-48.90,-68.60,58.60,50.20,53.90,55.20,50.40,41.80,44.70,48.80,47.10
27390.00,-49.00,-68.70,58.60,50.20,53.90,55.30,50.50,41.80,44.70,48.80,47.20
27391.00,-48.60,-68.40,58.50,50.20,53.80,55.30,50.40,41.80,44.70,48.80,47.10
27392.00,-48.90,-68.80,58.50,50.20,53.90,55.40,50.40,41.80,44.70,48.80,47.20
27393.00,-48.80,-68.70,58.50,50.20,53.90,55.40,50.50,41.80,44.70,48.80,47.20
27394.00,-49.00,-68.80,58.50,50.10,53.80,55.30,50.50,41.80,44.80,48.80,47.20
27395.00,-49.00,-68.90,58.50,50.20,53.90,55.40,50.50,41.80,44.80,48.80,47.20
27396.00,-49.30,-69.20,58.40,50.10,53.90,55.40,50.50,41.80,44.80,48.80,47.20
27397.00,-49.30,-69.00,58.50,50.10,53.90,55.30,50.50,41.80,44.80,48.80,47.20
27398.00,-49.20,-68.80,58.60,50.20,53.90,55.30,50.50,41.70,44.70,48.80,47.20
27399.00,-49.00,-69.50,58.60,50.20,53.90,55.20,50.40,41.80,44.70,48.80,47.20
27400.00,-48.60,-69.10,58.70,50.20,53.80,55.10,50.40,41.90,44.70,48.80,47.20
27401.00,-48.70,-69.10,58.70,50.20,53.80,55.10,50.40,41.90,44.70,48.70,47.20
27402.00,-48.80,-69.40,58.70,50.20,53.80,55.00,50.40,42.00,44.70,48.70,47.20
27403.00,-48.80,-69.20,58.80,50.30,53.80,54.90,50.40,42.00,44.60,48.70,47.20
27404.00,-48.70,-69.00,58.80,50.30,53.80,54.80,50.40,41.90,44.60,48.70,47.20
27405.00,-48.60,-68.90,58.80,50.30,53.80,54.70,50.40,42.00,44.50,48.60,47.20
27406.00,-48.70,-69.40,58.80,50.40,53.80,54.70,50.40,42.00,44.50,48.60,47.20
27407.00,-48.60,-69.00,58.80,50.40,53.80,54.70,50.40,42.00,44.50,48.50,47.10
27408.00,-49.50,-70.10,58.70,50.40,53.80,54.80,50.40,41.90,44.50,48.50,47.10
27409.00,-49.20,-70.00,58.70,50.40,53.80,54.90,50.40,41.80,44.50,48.40,47.10
27410.00,-49.50,-70.20,58.70,50.50,53.80,54.90,50.40,41.80,44.60,48.40,47.00
27411.00,-49.20,-70.00,58.60,50.50,53.70,54.90,50.30,41.70,44.60,48.30,47.00
27412.00,-48.90,-70.10,58.60,50.50,53.70,55.00,50.30,41.50,44.50,48.30,47.00
27413.00,-49.20,-70.40,58.40,50.50,53.70,55.10,50.30,41.40,44.60,48.30,47.00
27414.00,-49.20,-70.20,58.30,50.40,53.70,55.20,50.30,41.30,44.60,48.30,46.90
27415.00,-49.50,-70.70,58.10,50.40,53.80,55.30,50.40,41.20,44.70,48.30,46.90
27416.00,-49.40,-70.40,58.10,50.30,53.70,55.40,50.40,41.20,44.70,48.30,46.80
27417.00,-49.30,-70.40,58.00,50.30,53.70,55.50,50.30,41.10,44.80,48.30,46.80
27418.00,-49.20,-70.50,58.00,50.20,53.70,55.50,50.30,41.20,44.80,48.40,46.80
27419.00,-49.40,-70.70,58.00,50.20,53.70,55.60,50.40,41.20,44.80,48.40,46.80
27420.00,-49.50,-70.70,58.00,50.10,53.80,55.70,50.40,41.20,44.80,48.40,46.80
27421.00,-49.70,-70.70,58.10,50.10,53.80,55.70,50.40,41.20,44.90,48.50,46.80
27422.00,-49.60,-70.50,58.20,50.00,53.80,55.70,50.40,41.30,44.90,48.50,46.90
27423.00,-49.40,-70.30,58.30,50.00,53.80,55.70,50.40,41.30,44.80,48.60,46.80
27424.00,-49.50,-70.50,58.30,50.00,53.80,55.70,50.40,41.40,44.80,48.70,46.90
27425.00,-49.70,-70.60,58.30,50.00,53.80,55.70,50.40,41.40,44.80,48.70,46.90
27426.00,-49.90,-70.80,58.30,50.00,53.90,55.70,50.40,41.50,44.80,48.80,47.00
27427.00,-49.80,-70.90,58.40,50.00,53.90,55.60,50.50,41.60,44.80,48.80,47.00
27428.00,-50.00,-71.10,58.50,50.00,53.90,55.50,50.50,41.70,44.80,48.80,47.10
27429.00,-49.90,-71.00,58.60,50.10,53.90,55.50,50.50,41.80,44.80,48.80,47.10
27430.00,-49.70,-70.80,58.60,50.10,53.90,55.40,50.50,41.80,44.80,48.80,47.10
27431.00,-49.10,-70.10,58.80,50.10,53.90,55.20,50.40,41.90,44.70,48.70,47.10
27432.00,-49.30,-70.70,58.80,50.20,53.90,55.10,50.40,41.90,44.70,48.70,47.20
27433.00,-49.70,-71.20,58.90,50.20,53.80,55.00,50.50,42.00,44.60,48.70,47.20
27434.00,-49.90,-71.40,58.90,50.20,53.90,54.90,50.50,42.00,44.60,48.60,47.20
27435.00,-49.80,-71.40,59.00,50.30,53.80,54.80,50.50,42.00,44.60,48.60,47.20
27436.00,-49.80,-71.20,58.90,50.30,53.90,54.80,50.50,42.10,44.60,48.60,47.10
27437.00,-49.60,-71.10,59.00,50.30,53.80,54.80,50.40,42.00,44.50,48.50,47.10
27438.00,-49.60,-71.30,59.00,50.30,53.80,54.90,50.40,42.00,44.50,48.50,47.10
27439.00,-49.70,-71.50,58.90,50.40,53.80,54.80,50.40,42.00,44.50,48.40,47.10
27440.00,-49.60,-71.70,58.90,50.40,53.80,54.90,50.40,41.90,44.50,48.40,47.00
27441.00,-49.60,-71.70,58.80,50.40,53.80,54.90,50.40,41.80,44.50,48.30,47.00
27442.00,-49.90,-71.60,58.80,50.40,53.80,55.00,50.30,41.70,44.60,48.30,47.00
27443.00,-49.80,-71.70,58.70,50.40,53.80,55.00,50.30,41.60,44.60,48.20,47.00
27444.00,-49.80,-71.60,58.60,50.40,53.80,55.00,50.30,41.50,44.60,48.20,46.90
27445.00,-48.50,-70.80,58.60,50.40,53.70,55.00,50.30,41.40,44.50,48.20,46.90
27446.00,-49.40,-71.30,58.40,50.40,53.80,55.20,50.30,41.30,44.60,48.20,46.90
27447.00,-49.70,-71.70,58.30,50.30,53.80,55.30,50.40,41.20,44.70,48.20,46.90
27448.00,-49.50,-71.70,58.20,50.30,53.80,55.40,50.40,41.20,44.70,48.20,46.80
27449.00,-49.70,-72.00,58.20,50.30,53.80,55.50,50.40,41.20,44.70,48.30,46.80
27450.00,-49.90,-72.10,58.00,50.20,53.80,55.50,50.30,41.10,44.70,48.30,46.80
27451.00,-50.10,-73.00,58.00,50.20,53.80,55.60,50.30,41.20,44.80,48.30,46.80
27452.00,-50.10,-73.10,58.10,50.20,53.80,55.70,50.40,41.20,44.80,48.40,46.80
27453.00,-50.00,-73.00,58.00,50.10,53.80,55.70,50.40,41.20,44.80,48.40,46.80
27454.00,-50.00,-72.80,58.10,50.10,53.80,55.70,50.40,41.20,44.80,48.40,46.80
27455.00,-50.00,-72.50,58.20,50.10,53.80,55.80,50.40,41.20,44.80,48.40,46.80
27456.00,-49.80,-72.50,58.10,50.00,53.80,55.70,50.40,41.30,44.80,48.50,46.80
27457.00,-50.20,-72.80,58.10,50.00,53.80,55.80,50.40,41.30,44.80,48.50,46.90
27458.00,-50.10,-72.80,58.10,50.00,53.80,55.80,50.40,41.30,44.80,48.60,46.80
27459.00,-49.70,-72.30,58.20,50.00,53.80,55.80,50.40,41.30,44.80,48.60,46.80
27460.00,-49.80,-72.50,58.20,50.00,53.80,55.70,50.40,41.40,44.80,48.60,46.80
27461.00,-50.20,-73.00,58.20,50.00,53.90,55.80,50.40,41.40,44.80,48.70,46.90
27462.00,-50.00,-72.80,58.30,50.00,53.90,55.80,50.40,41.40,44.80,48.70,46.90
27463.00,-49.40,-72.20,58.40,50.00,53.80,55.70,50.40,41.50,44.70,48.70,46.90
27464.00,-49.80,-72.70,58.30,50.00,53.90,55.70,50.40,41.50,44.80,48.70,46.90
27465.00,-49.80,-72.50,58.40,50.00,53.80,55.60,50.40,41.50,44.70,48.80,46.90
27466.00,-50.20,-73.00,58.30,50.00,53.90,55.70,50.40,41.50,44.80,48.80,46.90
27467.00,-49.70,-72.40,58.40,50.00,53.90,55.70,50.40,41.50,44.70,48.70,46.90
27468.00,-49.70,-72.30,58.40,50.00,53.90,55.60,50.40,41.50,44.70,48.80,46.90
27469.00,-50.00,-72.50,58.40,50.00,53.90,55.60,50.40,41.60,44.80,48.80,46.90
27470.00,-49.70,-72.10,58.40,50.00,53.90,55.60,50.40,41.60,44.70,48.80,46.90
27471.00,-49.90,-72.40,58.40,50.00,53.90,55.60,50.40,41.60,44.70,48.80,46.90
27472.00,-49.80,-72.10,58.50,50.00,53.90,55.60,50.50,41.60,44.80,48.80,46.90
27473.00,-49.90,-72.20,58.40,50.00,53.90,55.60,50.50,41.60,44.80,48.80,46.90
27474.00,-49.80,-72.10,58.40,50.00,53.90,55.60,50.40,41.60,44.70,48.80,47.00
27475.00,-49.80,-72.10,58.40,50.00,53.90,55.60,50.40,41.60,44.70,48.80,47.00
27476.00,-49.60,-71.80,58.40,49.90,53.90,55.60,50.40,41.60,44.70,48.80,46.90
27477.00,-49.40,-71.60,58.40,49.90,53.80,55.60,50.40,41.50,44.70,48.80,46.90
27478.00,-49.60,-71.80,58.40,49.90,53.80,55.70,50.40,41.50,44.70,48.70,46.90
27479.00,-49.80,-72.10,58.30,49.90,53.90,55.70,50.40,41.50,44.80,48.70,46.90
27480.00,-49.80,-72.20,58.30,49.90,53.80,55.70,50.40,41.40,44.80,48.70,46.90
27481.00,-49.70,-71.90,58.30,49.90,53.80,55.70,50.40,41.40,44.80,48.60,46.90
27482.00,-49.90,-72.00,58.20,49.90,53.80,55.70,50.40,41.40,44.80,48.60,46.90
27483.00,-50.00,-72.10,58.10,49.90,53.80,55.80,50.40,41.30,44.80,48.60,46.90
27484.00,-49.60,-71.90,58.20,49.90,53.80,55.80,50.30,41.30,44.80,48.50,46.80
27485.00,-49.50,-72.10,58.10,50.00,53.80,55.80,50.40,41.20,44.80,48.40,46.80
27486.00,-49.70,-72.20,58.10,49.90,53.80,55.80,50.30,41.20,44.80,48.40,46.70
27487.00,-49.80,-72.50,58.10,50.00,53.80,55.80,50.30,41.20,44.80,48.30,46.70
27488.00,-49.70,-72.50,58.10,50.00,53.80,55.70,50.30,41.20,44.80,48.30,46.70
27489.00,-49.90,-72.90,58.00,50.10,53.80,55.60,50.40,41.10,44.80,48.30,46.70
27490.00,-49.70,-72.50,58.10,50.10,53.80,55.50,50.30,41.10,44.70,48.20,46.70
27491.00,-50.00,-72.50,58.10,50.20,53.70,55.40,50.30,41.10,44.70,48.20,46.80
27492.00,-50.20,-73.20,58.10,50.20,53.70,55.30,50.30,41.20,44.60,48.20,46.80
27493.00,-49.70,-72.50,58.30,50.20,53.70,55.20,50.30,41.20,44.50,48.10,46.80
27494.00,-49.90,-72.80,58.40,50.30,53.70,55.10,50.30,41.30,44.50,48.20,46.90
27495.00,-49.80,-72.70,58.50,50.30,53.70,55.00,50.30,41.50,44.50,48.20,46.90
27496.00,-49.80,-72.70,58.70,50.30,53.70,55.00,50.30,41.60,44.50,48.20,46.90
27497.00,-50.30,-73.30,58.70,50.30,53.80,54.90,50.30,41.70,44.50,48.20,47.00
27498.00,-49.80,-72.80,58.80,50.30,53.80,54.90,50.40,41.80,44.50,48.30,47.00
27499.00,-50.00,-73.10,58.80,50.20,53.80,54.90,50.40,41.90,44.50,48.30,47.00
27500.00,-49.80,-72.60,58.90,50.20,53.80,54.90,50.40,42.00,44.50,48.40,47.00
27501.00,-49.90,-75.50,58.90,50.20,53.80,54.80,50.40,42.00,44.50,48.50,47.10
27502.00,-49.90,-76.00,58.90,50.10,53.80,54.80,50.40,42.00,44.50,48.50,47.10
27503.00,-49.80,-75.70,58.90,50.10,53.80,54.80,50.40,42.00,44.50,48.50,47.10
27504.00,-49.90,-75.50,58.90,50.10,53.80,54.80,50.40,42.00,44.60,48.60,47.20
27505.00,-50.30,-75.80,58.80,50.10,53.80,54.90,50.40,42.00,44.60,48.60,47.20
27506.00,-49.70,-75.10,58.70,50.00,53.80,55.00,50.40,41.90,44.60,48.60,47.20
27507.00,-49.80,-75.20,58.70,50.00,53.80,55.10,50.40,41.90,44.60,48.60,47.10
27508.00,-49.80,-74.90,58.60,50.00,53.80,55.30,50.40,41.80,44.70,48.70,47.10
27509.00,-49.90,-74.90,58.60,50.00,53.80,55.40,50.40,41.70,44.70,48.70,47.00
27510.00,-50.00,-74.70,58.50,49.90,53.80,55.50,50.40,41.70,44.70,48.70,47.00
27511.00,-49.70,-74.60,58.40,49.90,53.80,55.50,50.40,41.60,44.70,48.70,47.00
27512.00,-49.90,-74.80,58.40,49.90,53.80,55.50,50.40,41.50,44.70,48.70,46.90
27513.00,-50.00,-74.70,58.30,49.90,53.80,55.60,50.40,41.40,44.70,48.70,46.90
27514.00,-50.30,-74.70,58.30,49.90,53.80,55.60,50.40,41.40,44.80,48.60,46.90
27515.00,-50.20,-74.50,58.20,49.90,53.80,55.60,50.40,41.40,44.80,48.60,46.90
27516.00,-50.30,-74.70,58.20,49.90,53.80,55.70,50.30,41.40,44.80,48.50,46.80
27517.00,-50.60,-74.80,58.10,49.90,53.80,55.70,50.40,41.30,44.80,48.50,46.80
27518.00,-50.20,-74.60,58.10,49.90,53.70,55.70,50.30,41.30,44.80,48.40,46.80
27519.00,-50.00,-74.80,58.10,49.80,53.70,55.70,50.30,41.20,44.80,48.40,46.80
27520.00,-50.10,-74.80,58.10,49.90,53.70,55.70,50.30,41.20,44.80,48.40,46.80
27521.00,-50.20,-74.20,58.10,50.00,53.70,55.70,50.30,41.20,44.80,48.30,46.70
27522.00,-50.60,-74.30,58.00,50.00,53.70,55.70,50.30,41.20,44.80,48.30,46.70
27523.00,-50.30,-74.10,58.10,50.00,53.70,55.60,50.30,41.20,44.80,48.30,46.70
27524.00,-50.40,-74.30,58.10,50.00,53.70,55.60,50.30,41.20,44.80,48.30,46.80
27525.00,-50.20,-73.90,58.10,50.00,53.70,55.60,50.30,41.20,44.80,48.30,46.70
27526.00,-50.40,-74.10,58.00,50.10,53.70,55.60,50.30,41.10,44.80,48.20,46.70
27527.00,-50.50,-74.30,58.00,50.00,53.70,55.50,50.30,41.10,44.80,48.20,46.70
27528.00,-50.50,-74.50,58.00,50.00,53.70,55.60,50.30,41.10,44.80,48.20,46.70
27529.00,-50.10,-74.00,58.00,50.00,53.70,55.50,50.30,41.10,44.80,48.20,46.70
27530.00,-50.10,-74.10,58.00,50.00,53.70,55.50,50.30,41.20,44.80,48.30,46.70
